,Sample Num,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,temp
370,2728.0,-0.02,0.04,0.96,-1.05,1.56,-1.44,29.61
371,2729.0,-0.02,0.05,0.96,-1.01,-1.56,-1.18,29.57
372,2730.0,-0.03,0.04,0.97,-0.69,-2.52,-1.08,29.66
373,2731.0,-0.04,0.04,0.98,-0.43,-1.02,-0.12,29.71
374,2732.0,-0.05,0.05,1.0,0.23,-0.46,-0.08,29.71
375,2733.0,-0.04,0.05,1.0,0.52,0.35,-0.37,29.66
376,2734.0,-0.04,0.05,0.99,1.95,1.28,-1.04,29.66
377,2735.0,-0.04,0.05,0.99,0.12,2.52,-2.96,29.71
378,2736.0,-0.04,0.06,0.98,-2.93,2.79,-4.05,29.61
379,2737.0,-0.02,0.03,0.96,-3.8,2.73,-4.49,29.57
380,2738.0,-0.03,0.02,0.96,-3.08,0.9,-3.24,29.66
381,2739.0,-0.02,0.04,0.97,1.21,-1.8,1.04,29.71
382,2740.0,-0.02,0.03,0.96,3.37,-0.96,1.65,29.61
383,2741.0,-0.04,0.06,0.97,1.94,-0.64,0.81,29.61
384,2742.0,-0.03,0.08,0.99,-1.51,-0.58,-0.31,29.66
385,2743.0,-0.02,0.09,0.98,0.35,1.92,0.76,29.71
386,2744.0,-0.02,0.06,0.96,2.49,4.23,-1.11,29.61
387,2745.0,-0.01,0.05,0.94,0.87,1.48,-2.17,29.66
388,2746.0,-0.02,0.04,0.96,0.24,-1.53,-1.83,29.75
389,2747.0,-0.02,0.02,0.96,1.05,-1.54,-1.18,29.71
390,2748.0,-0.02,0.04,0.98,-0.84,-0.18,-2.18,29.61
391,2749.0,-0.03,0.02,0.96,-3.97,1.36,-0.82,29.75
392,2750.0,-0.03,0.01,0.95,-6.02,-0.37,0.24,29.66
393,2751.0,-0.02,0.05,0.96,-5.56,-1.47,-0.76,29.71
394,2752.0,-0.02,0.07,0.95,-3.36,-1.59,0.18,29.71
395,2753.0,-0.03,0.06,0.97,-0.12,-2.34,-0.41,29.66
396,2754.0,-0.04,0.06,0.98,-0.84,-2.38,-1.73,29.66
397,2755.0,-0.05,0.07,0.99,-1.48,-1.86,-1.37,29.71
398,2756.0,-0.05,0.04,0.99,-0.69,-1.37,-1.68,29.71
399,2757.0,-0.05,0.05,1.0,2.09,-1.79,-1.05,29.66
400,2758.0,-0.07,0.03,1.0,3.89,-0.64,1.24,29.71
